;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
10;57;132;149;615;30.00;30.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '8', '3', '3', '15', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
11;39;114;126;551;30.00;30.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '8', '3', '3', '15', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
12;186;261;336;834;10.00;10.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '3', '3', '15', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
13;175;250;316;790;10.00;10.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '3', '15', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
14;139;214;258;688;10.00;10.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '15', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
15;235;310;409;967;10.00;10.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
16;194;269;338;818;10.00;10.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '8', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
17;162;237;287;726;10.00;10.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '8', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
18;69;144;160;607;30.00;30.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '15', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
19;76;151;169;624;30.00;30.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
20;504;579;628;866;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
21;257;332;425;799;30.00;30.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
22;150;225;333;712;25.00;25.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '8', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
23;101;176;269;610;10.00;10.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '8', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
24;203;278;398;721;15.00;15.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '3', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
25;220;295;378;781;30.00;30.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '3', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
26;250;325;426;954;20.00;20.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
27;259;334;498;897;20.00;20.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '3', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
28;287;362;521;1012;15.00;15.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '15', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
29;421;496;634;1023;20.00;20.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
30;400;475;674;976;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
31;254;329;512;863;30.00;30.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
32;281;356;524;963;25.00;25.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '15', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
33;296;371;562;872;10.00;10.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
34;236;311;412;896;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
35;417;492;717;1231;30.00;30.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
36;396;471;564;1013;20.00;20.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '3', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
37;360;435;572;964;20.00;20.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '15', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
38;386;461;654;1036;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '8', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
39;416;491;725;1098;20.00;20.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '15', '15', '3', '3', '15', '15', '3', '8', '15', '3']
40;437;512;732;1127;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '3', '3', '15', '15', '3', '8', '15', '3']
41;439;514;763;1134;30.00;30.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3', '3', '15', '15', '3', '8', '15', '3']
42;223;298;401;815;25.00;25.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '3', '15', '15', '3', '8', '15', '3']
43;244;319;450;827;10.00;10.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '15', '15', '3', '8', '15', '3']
44;254;329;456;927;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '15', '3', '8', '15', '3']
45;346;421;673;1042;30.00;30.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3', '8', '15', '3']
46;289;364;527;958;20.00;20.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999', '8', '15', '3']
47;307;382;577;916;20.00;20.00;['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '99999', '15', '3']
48;302;377;468;894;15.00;15.00;['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '99999', '3']
49;136;211;345;828;20.00;20.00;['3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '99999']
